title;year;volume;issue;journal;language;family;subgroup;mono_multilingual;topic;country;region;continent;coder;inclusion
The development of discourse referencing in Cantonese-speaking children;2004;31;3;JCL;Cantonese;Sino-Tibetan;non-Indo-European;mono (NR);Morphosyntax;China;easternasia;Others;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Phonology;United States;northamerica;North America;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Phonology;United Kingdom;northerneurope;Europe;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Language and Cognition;United States;northamerica;North America;MK;included
Verbal and nonverbal predictors of early language problems: an analysis of twins in early childhood back to infancy;2004;31;3;JCL;English;Indo-European;English;mono;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Characterizing changes in parent labelling and gesturing and their relation to early communicative development;2004;31;4;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Characterizing changes in parent labelling and gesturing and their relation to early communicative development;2004;31;4;JCL;English;Indo-European;English;NR;Non-verbal communication;United States;northamerica;North America;MK;included
Expressing communicative intents in Estonian, Finnish, and Swedish mother–adolescent interactions;2004;31;4;JCL;Finnish;Uralic;non-Indo-European;both;Pragmatics and Discourse;Sweden;northerneurope;Europe;MK;included
Expressing communicative intents in Estonian, Finnish, and Swedish mother–adolescent interactions;2004;31;4;JCL;Finnish;Uralic;non-Indo-European;both;Pragmatics and Discourse;Estonia;northerneurope;Europe;MK;included
Expressing communicative intents in Estonian, Finnish, and Swedish mother–adolescent interactions;2004;31;4;JCL;Estonian;Uralic;non-Indo-European;both;Pragmatics and Discourse;Sweden;northerneurope;Europe;MK;included
Expressing communicative intents in Estonian, Finnish, and Swedish mother–adolescent interactions;2004;31;4;JCL;Estonian;Uralic;non-Indo-European;both;Pragmatics and Discourse;Estonia;northerneurope;Europe;MK;included
Expressing communicative intents in Estonian, Finnish, and Swedish mother–adolescent interactions;2004;31;4;JCL;Swedish;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Sweden;northerneurope;Europe;MK;included
Expressing communicative intents in Estonian, Finnish, and Swedish mother–adolescent interactions;2004;31;4;JCL;Swedish;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Estonia;northerneurope;Europe;MK;included
False belief understanding in Cantonese-speaking children;2004;31;4;JCL;Cantonese;Sino-Tibetan;non-Indo-European;NR;Language and Cognition;China;easternasia;Others;MK;included
False belief understanding in Cantonese-speaking children;2004;31;4;JCL;Cantonese;Sino-Tibetan;non-Indo-European;NR;Language and Cognition;United States;northamerica;North America;MK;included
False belief understanding in Cantonese-speaking children;2004;31;4;JCL;Cantonese;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;China;easternasia;Others;MK;included
False belief understanding in Cantonese-speaking children;2004;31;4;JCL;Cantonese;Sino-Tibetan;non-Indo-European;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Intonation development from five to thirteen;2004;31;4;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Intonation development from five to thirteen;2004;31;4;JCL;English;Indo-European;English;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Intonation development from five to thirteen;2004;31;4;JCL;English;Indo-European;English;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Perception of utterance relatedness during the first-word-period;2004;31;4;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Vocabulary competence in first- and secondborn siblings of the same chronological age;2004;31;4;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Vocabulary competence in first- and secondborn siblings of the same chronological age;2004;31;4;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United States;northamerica;North America;MK;included
"‘Word-learning wizardry’ at 1;6";2005;32;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
"‘Word-learning wizardry’ at 1;6";2005;32;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Large constituent families help children parse compounds;2005;32;1;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Large constituent families help children parse compounds;2005;32;1;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;Canada;northamerica;North America;MK;included
Large constituent families help children parse compounds;2005;32;1;JCL;English;Indo-European;English;mono;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Large constituent families help children parse compounds;2005;32;1;JCL;English;Indo-European;English;mono;Language and Cognition;Canada;northamerica;North America;MK;included
Large constituent families help children parse compounds;2005;32;1;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Large constituent families help children parse compounds;2005;32;1;JCL;English;Indo-European;English;mono;Morphosyntax;Canada;northamerica;North America;MK;included
Maternal responsive and directive behaviours and utterances as predictors of children’s lexical development;2005;32;1;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;United States;northamerica;North America;MK;included
Maternal responsive and directive behaviours and utterances as predictors of children’s lexical development;2005;32;1;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;United States;northamerica;North America;MK;included
Object name learning and object perception: a deficit in late talkers;2005;32;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Object name learning and object perception: a deficit in late talkers;2005;32;1;JCL;English;Indo-European;English;NR;Language and Cognition;United States;northamerica;North America;MK;included
Object name learning and object perception: a deficit in late talkers;2005;32;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
"Phonological specificity in children at 1;2";2005;32;1;JCL;English;Indo-European;English;NR;Phonology;United Kingdom;northerneurope;Europe;MK;included
Production of the English past tense by children with language comprehension impairments;2005;32;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Production of the English past tense by children with language comprehension impairments;2005;32;1;JCL;English;Indo-European;English;NR;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Production of the English past tense by children with language comprehension impairments;2005;32;1;JCL;English;Indo-European;English;NR;Phonology;United Kingdom;northerneurope;Europe;MK;included
Productivity and beyond: mastering the Polish genitive inflection;2005;32;1;JCL;Polish;Indo-European;other Indo-European;mono (NR);Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Productivity and beyond: mastering the Polish genitive inflection;2005;32;1;JCL;Polish;Indo-European;other Indo-European;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Testing the role of semantic similarity in syntactic development;2005;32;1;JCL;Hebrew;Afro-Asiatic;non-Indo-European;NR;Morphosyntax;Israel;westernasia;Others;MK;included
Testing the role of semantic similarity in syntactic development;2005;32;1;JCL;Hebrew;Afro-Asiatic;non-Indo-European;NR;Vocabulary and Semantics;Israel;westernasia;Others;MK;included
The influence of object pre-exposure on two-year-olds’ disambiguation of novel labels;2005;32;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;Canada;northamerica;North America;MK;included
The relationship between prosodic and syntactic organization in early multiword speech;2005;32;1;JCL;German;Indo-European;other Indo-European;mono;Morphosyntax;Germany;westerneurope;Europe;MK;included
The relationship between prosodic and syntactic organization in early multiword speech;2005;32;1;JCL;German;Indo-European;other Indo-European;mono;Morphosyntax;Netherlands;westerneurope;Europe;MK;included
The relationship between prosodic and syntactic organization in early multiword speech;2005;32;1;JCL;German;Indo-European;other Indo-European;mono;Phonology;Germany;westerneurope;Europe;MK;included
The relationship between prosodic and syntactic organization in early multiword speech;2005;32;1;JCL;German;Indo-European;other Indo-European;mono;Phonology;Netherlands;westerneurope;Europe;MK;included
When children reach beyond their grasp: why some children make pronoun case errors and others don’t;2005;32;1;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Acquisition of English comparative adjectives;2005;32;2;JCL;English;Indo-European;English;mono (NR);Morphosyntax;United States;northamerica;North America;MK;included
Asynchrony in the cognitive and lexical development of young children with Williams syndrome;2005;32;2;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Asynchrony in the cognitive and lexical development of young children with Williams syndrome;2005;32;2;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Asynchrony in the cognitive and lexical development of young children with Williams syndrome;2005;32;2;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;France;westerneurope;Europe;MK;included
Asynchrony in the cognitive and lexical development of young children with Williams syndrome;2005;32;2;JCL;English;Indo-European;English;mono;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Asynchrony in the cognitive and lexical development of young children with Williams syndrome;2005;32;2;JCL;English;Indo-European;English;mono;Language and Cognition;United States;northamerica;North America;MK;included
Asynchrony in the cognitive and lexical development of young children with Williams syndrome;2005;32;2;JCL;English;Indo-European;English;mono;Language and Cognition;France;westerneurope;Europe;MK;included
Children’s resistance to homonymy: an experimental study of pseudohomonyms;2005;32;2;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;United States;northamerica;North America;MK;included
Children’s resistance to homonymy: an experimental study of pseudohomonyms;2005;32;2;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;United States;northamerica;North America;MK;included
Children’s resistance to homonymy: an experimental study of pseudohomonyms;2005;32;2;JCL;English;Indo-European;English;mono (NR);Morphosyntax;United States;northamerica;North America;MK;included
Infants can use distributional cues to form syntactic categories;2005;32;2;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
Notes on Ingram’s whole-word measures for phonological development;2005;32;2;JCL;Dutch;Indo-European;other Indo-European;NR;Phonology;Belgium;westerneurope;Europe;MK;included
On learning to draw the distinction between physical and metaphorical motion: is metaphor an early emerging cognitive and linguistic capacity ?;2005;32;2;JCL;Turkish;Turkic;non-Indo-European;mono;Language and Cognition;United States;northamerica;North America;MK;included
On learning to draw the distinction between physical and metaphorical motion: is metaphor an early emerging cognitive and linguistic capacity ?;2005;32;2;JCL;Turkish;Turkic;non-Indo-European;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Testing the Agreement/Tense Omission Model: why the data on children’s use of non-nominative 3psg subjects count against the ATOM;2005;32;2;JCL;English;Indo-European;English;mono;Morphosyntax;Germany;westerneurope;Europe;MK;included
Testing the Agreement/Tense Omission Model: why the data on children’s use of non-nominative 3psg subjects count against the ATOM;2005;32;2;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
The role of prediction in construction-learning;2005;32;2;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
The role of prediction in construction-learning;2005;32;2;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
The role of prediction in construction-learning;2005;32;2;JCL;English;Indo-European;English;NR;Language and Cognition;United States;northamerica;North America;MK;included
The strength of children’s knowledge of the role of root morphemes in the spelling of derived words;2005;32;2;JCL;English;Indo-European;English;NR;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
The strength of children’s knowledge of the role of root morphemes in the spelling of derived words;2005;32;2;JCL;English;Indo-European;English;NR;Language and Cognition;Canada;northamerica;North America;MK;included
The strength of children’s knowledge of the role of root morphemes in the spelling of derived words;2005;32;2;JCL;English;Indo-European;English;NR;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
The strength of children’s knowledge of the role of root morphemes in the spelling of derived words;2005;32;2;JCL;English;Indo-European;English;NR;Morphosyntax;Canada;northamerica;North America;MK;included
The strength of children’s knowledge of the role of root morphemes in the spelling of derived words;2005;32;2;JCL;English;Indo-European;English;NR;Phonology;United Kingdom;northerneurope;Europe;MK;included
The strength of children’s knowledge of the role of root morphemes in the spelling of derived words;2005;32;2;JCL;English;Indo-European;English;NR;Phonology;Canada;northamerica;North America;MK;included
The use of anaphoric pronouns by French children in narrative: evidence from constrained text production;2005;32;2;JCL;French;Indo-European;other Indo-European;NR;Morphosyntax;France;westerneurope;Europe;MK;included
The use of anaphoric pronouns by French children in narrative: evidence from constrained text production;2005;32;2;JCL;French;Indo-European;other Indo-European;NR;Language and Cognition;France;westerneurope;Europe;MK;included
The use of anaphoric pronouns by French children in narrative: evidence from constrained text production;2005;32;2;JCL;French;Indo-European;other Indo-European;NR;Pragmatics and Discourse;France;westerneurope;Europe;MK;included
Acquiring the English adjective lexicon: relationships with input properties and adjectival semantic typology;2005;32;3;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Acquiring the English adjective lexicon: relationships with input properties and adjectival semantic typology;2005;32;3;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Acquiring the English adjective lexicon: relationships with input properties and adjectival semantic typology;2005;32;3;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Consonant–vowel co-occurrence patterns in Mandarin-learning infants;2005;32;3;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Phonology;Taiwan;easternasia;Others;MK;included
Consonant–vowel co-occurrence patterns in Mandarin-learning infants;2005;32;3;JCL;Mandarin;Sino-Tibetan;non-Indo-European;NR;Phonology;United States;northamerica;North America;MK;included
Do parents lead their children by the hand ?;2005;32;3;JCL;English;Indo-European;English;mono;Non-verbal communication;United States;northamerica;North America;MK;included
Negative input for grammatical errors: effects after a lag of 12 weeks;2005;32;3;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Negative input for grammatical errors: effects after a lag of 12 weeks;2005;32;3;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Parent–child picture-book reading, mothers’ mental state language and children’s theory of mind;2005;32;3;JCL;Spanish;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Spain;southerneurope;Europe;MK;included
Parent–child picture-book reading, mothers’ mental state language and children’s theory of mind;2005;32;3;JCL;Spanish;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Netherlands;westerneurope;Europe;MK;included
Parent–child picture-book reading, mothers’ mental state language and children’s theory of mind;2005;32;3;JCL;Spanish;Indo-European;other Indo-European;NR;Language and Cognition;Spain;southerneurope;Europe;MK;included
Parent–child picture-book reading, mothers’ mental state language and children’s theory of mind;2005;32;3;JCL;Spanish;Indo-European;other Indo-European;NR;Language and Cognition;Netherlands;westerneurope;Europe;MK;included
The acquisition of auxiliaries BE and HAVE: an elicitation study;2005;32;3;JCL;English;Indo-European;English;mono;Morphosyntax;Germany;westerneurope;Europe;MK;included
The acquisition of auxiliaries BE and HAVE: an elicitation study;2005;32;3;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
The precocious two-year-old: status of the lexicon and links to the grammar;2005;32;3;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
The precocious two-year-old: status of the lexicon and links to the grammar;2005;32;3;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
When opportunity knocks twice: two-year-olds’ repetition of sentence subjects;2005;32;3;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United States;northamerica;North America;MK;included
When opportunity knocks twice: two-year-olds’ repetition of sentence subjects;2005;32;3;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
When opportunity knocks twice: two-year-olds’ repetition of sentence subjects;2005;32;3;JCL;English;Indo-European;English;mono;Language and Cognition;United States;northamerica;North America;MK;included
A comparison of homonym and novel word learning: the role of phonotactic probability and word frequency;2005;32;4;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
A comparison of homonym and novel word learning: the role of phonotactic probability and word frequency;2005;32;4;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
A comparison of homonym and novel word learning: the role of phonotactic probability and word frequency;2005;32;4;JCL;English;Indo-European;English;mono;Phonology;United States;northamerica;North America;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;Italian;Indo-European;other Indo-European;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;Italian;Indo-European;other Indo-European;NR;Vocabulary and Semantics;Italy;southerneurope;Europe;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;English;Indo-European;English;NR;Morphosyntax;Italy;southerneurope;Europe;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;Italian;Indo-European;other Indo-European;NR;Morphosyntax;United States;northamerica;North America;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;Italian;Indo-European;other Indo-European;NR;Morphosyntax;Italy;southerneurope;Europe;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
A crosslinguistic study of the relationship between grammar and lexical development;2005;32;4;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;Italy;southerneurope;Europe;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Language and Cognition;United States;northamerica;North America;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Age- and ability-related differences in young readers’ use of conjunctions;2005;32;4;JCL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Assessing early communicative ability: a cross-reporter cumulative score for the MacArthur CDI;2005;32;4;JCL;Dutch;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Belgium;westerneurope;Europe;MK;included
Assessing early communicative ability: a cross-reporter cumulative score for the MacArthur CDI;2005;32;4;JCL;Dutch;Indo-European;other Indo-European;mono;Vocabulary and Semantics;Belgium;westerneurope;Europe;MK;included
Asymmetries in the acquisition of word-initial and word-final consonant clusters;2005;32;4;JCL;English;Indo-European;English;mono;Morphosyntax;New Zealand;australia_and_new_zealand;Others;MK;included
Asymmetries in the acquisition of word-initial and word-final consonant clusters;2005;32;4;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
Asymmetries in the acquisition of word-initial and word-final consonant clusters;2005;32;4;JCL;English;Indo-European;English;mono;Phonology;New Zealand;australia_and_new_zealand;Others;MK;included
Asymmetries in the acquisition of word-initial and word-final consonant clusters;2005;32;4;JCL;English;Indo-European;English;mono;Phonology;United States;northamerica;North America;MK;included
Beginning and end in the acquisition of the perfective aspect in Russian;2005;32;4;JCL;Russian;Indo-European;other Indo-European;NR;Morphosyntax;Germany;westerneurope;Europe;MK;included
Beginning and end in the acquisition of the perfective aspect in Russian;2005;32;4;JCL;Russian;Indo-European;other Indo-European;NR;Vocabulary and Semantics;Germany;westerneurope;Europe;MK;included
Beginning and end in the acquisition of the perfective aspect in Russian;2005;32;4;JCL;Russian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Germany;westerneurope;Europe;MK;included
Crosslinguistic influence in bilingual acquisition: subject omission in learners of Inuktitut and English;2005;32;4;JCL;Inuktitut;Eskimo-Aleut;non-Indo-European;multi;Morphosyntax;United States;northamerica;North America;MK;included
Crosslinguistic influence in bilingual acquisition: subject omission in learners of Inuktitut and English;2005;32;4;JCL;Inuktitut;Eskimo-Aleut;non-Indo-European;multi;Morphosyntax;Canada;northamerica;North America;MK;included
Crosslinguistic influence in bilingual acquisition: subject omission in learners of Inuktitut and English;2005;32;4;JCL;English;Indo-European;English;multi;Morphosyntax;United States;northamerica;North America;MK;included
Crosslinguistic influence in bilingual acquisition: subject omission in learners of Inuktitut and English;2005;32;4;JCL;English;Indo-European;English;multi;Morphosyntax;Canada;northamerica;North America;MK;included
Lexical and referential cues to sentence interpretation: an investigation of children’s interpretations of ambiguous sentences;2005;32;4;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Lexical and referential cues to sentence interpretation: an investigation of children’s interpretations of ambiguous sentences;2005;32;4;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;Australia;australia_and_new_zealand;Others;MK;included
Lexical and referential cues to sentence interpretation: an investigation of children’s interpretations of ambiguous sentences;2005;32;4;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Lexical and referential cues to sentence interpretation: an investigation of children’s interpretations of ambiguous sentences;2005;32;4;JCL;English;Indo-European;English;mono;Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
Splitting the notion of ‘agent’: case-marking in early child Hindi;2005;32;4;JCL;Hindi;Indo-European;other Indo-European;NR;Morphosyntax;Netherlands;westerneurope;Europe;MK;included
Yes or no ? How young French children combine gestures and speech to agree and refuse;2005;32;4;JCL;French;Indo-European;other Indo-European;mono (NR);Non-verbal communication;France;westerneurope;Europe;MK;included
Yes or no ? How young French children combine gestures and speech to agree and refuse;2005;32;4;JCL;French;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;France;westerneurope;Europe;MK;included
‘To define means to say what you know about things’: the development of definitional skills as metalinguistic acquisition;2006;33;1;JCL;Italian;Indo-European;other Indo-European;mono (NR);Pragmatics and Discourse;Italy;southerneurope;Europe;MK;included
‘To define means to say what you know about things’: the development of definitional skills as metalinguistic acquisition;2006;33;1;JCL;Italian;Indo-European;other Indo-European;mono (NR);Language and Cognition;Italy;southerneurope;Europe;MK;included
‘To define means to say what you know about things’: the development of definitional skills as metalinguistic acquisition;2006;33;1;JCL;Italian;Indo-European;other Indo-European;mono (NR);Morphosyntax;Italy;southerneurope;Europe;MK;included
Early relations between lexical and grammatical development in very immature Italian preterms;2006;33;1;JCL;Italian;Indo-European;other Indo-European;mono;Morphosyntax;Italy;southerneurope;Europe;MK;included
Early relations between lexical and grammatical development in very immature Italian preterms;2006;33;1;JCL;Italian;Indo-European;other Indo-European;mono;Pragmatics and Discourse;Italy;southerneurope;Europe;MK;included
Early relations between lexical and grammatical development in very immature Italian preterms;2006;33;1;JCL;Italian;Indo-European;other Indo-European;mono;Vocabulary and Semantics;Italy;southerneurope;Europe;MK;included
Facilitating the acquisition of UNDER by means of IN and ON – a training study in Polish;2006;33;1;JCL;Polish;Indo-European;other Indo-European;NR;Vocabulary and Semantics;Germany;westerneurope;Europe;MK;included
Language in boys with fragile X syndrome;2006;33;1;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Pragmatics and Discourse;Israel;westernasia;Others;MK;included
Language in boys with fragile X syndrome;2006;33;1;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Morphosyntax;Israel;westernasia;Others;MK;included
Language in boys with fragile X syndrome;2006;33;1;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Language and Cognition;Israel;westernasia;Others;MK;included
Patterns of intra-word phonological variability during the second year of life;2006;33;1;JCL;English;Indo-European;English;NR;Phonology;United States;northamerica;North America;MK;included
Patterns of intra-word phonological variability during the second year of life;2006;33;1;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Perspective-shifts in event descriptions in Tamil child language;2006;33;1;JCL;Tamil;Dravidian;non-Indo-European;mono (NR);Vocabulary and Semantics;Netherlands;westerneurope;Europe;MK;included
Perspective-shifts in event descriptions in Tamil child language;2006;33;1;JCL;Tamil;Dravidian;non-Indo-European;mono (NR);Pragmatics and Discourse;Netherlands;westerneurope;Europe;MK;included
Prelinguistic pitch patterns expressing ‘communication’ and ‘apprehension’;2006;33;1;JCL;English;Indo-European;English;mono (NR);Phonology;Greece;southerneurope;Europe;MK;included
Prelinguistic pitch patterns expressing ‘communication’ and ‘apprehension’;2006;33;1;JCL;English;Indo-European;English;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Prelinguistic pitch patterns expressing ‘communication’ and ‘apprehension’;2006;33;1;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;Greece;southerneurope;Europe;MK;included
Prelinguistic pitch patterns expressing ‘communication’ and ‘apprehension’;2006;33;1;JCL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Prelinguistic pitch patterns expressing ‘communication’ and ‘apprehension’;2006;33;1;JCL;English;Indo-European;English;mono (NR);Language and Cognition;Greece;southerneurope;Europe;MK;included
Prelinguistic pitch patterns expressing ‘communication’ and ‘apprehension’;2006;33;1;JCL;English;Indo-European;English;mono (NR);Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
The Phonological Mean Length of Utterance: methodological challenges from a crosslinguistic perspective;2006;33;1;JCL;Finnish;Uralic;non-Indo-European;mono;Phonology;Finland;northerneurope;Europe;MK;included
The use of nouns and verbs by Japanese children and their caregivers in book-reading and toy-playing contexts;2006;33;1;JCL;Japanese;Japonic;non-Indo-European;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
The use of nouns and verbs by Japanese children and their caregivers in book-reading and toy-playing contexts;2006;33;1;JCL;Japanese;Japonic;non-Indo-European;NR;Pragmatics and Discourse;Japan;easternasia;Others;MK;included
The use of nouns and verbs by Japanese children and their caregivers in book-reading and toy-playing contexts;2006;33;1;JCL;Japanese;Japonic;non-Indo-European;NR;Morphosyntax;United States;northamerica;North America;MK;included
The use of nouns and verbs by Japanese children and their caregivers in book-reading and toy-playing contexts;2006;33;1;JCL;Japanese;Japonic;non-Indo-European;NR;Morphosyntax;Japan;easternasia;Others;MK;included
